[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 15:35:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 15:35:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733\
[2024-11-02 15:35:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/DnnServer/GoldBayHotels/
[2024-11-02 15:36:59] [class-ss-page.php:119] Checking Content Identical:9fd69fad45bd23f24f648d587e0a1945c3223e52===. Value: FALSE
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2024-11-02 15:36:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 975
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471b2c488-doKv6Q.tmp
[2024-11-02 15:36:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?simply_static_page=13859
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?simply_static_page=13859
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:103] Filesize: 16471 bytes
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471b2c488-doKv6Q.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:36:59] [class-ss-page.php:119] Checking Content Identical:32a53342901fef5f4f4dbb26a555e730f84437a4===. Value: FALSE
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2024-11-02 15:36:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 975
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471b727b8-ppjedG.tmp
[2024-11-02 15:36:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?simply_static_page=13860
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?simply_static_page=13860
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:103] Filesize: 321251 bytes
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2024-11-02 15:36:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471b727b8-ppjedG.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:36:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:36:59] [class-ss-page.php:119] Checking Content Identical:c0bb0325675750a1f4aadfa1ae01e996b7d4d6eb===. Value: FALSE
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2024-11-02 15:37:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 975
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471c27663-4uscbO.tmp
[2024-11-02 15:37:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?simply_static_page=13861
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?simply_static_page=13861
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:103] Filesize: 143709 bytes
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471c27663-4uscbO.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:00] [class-ss-page.php:119] Checking Content Identical:f8f89387c9aca9d524bb638eae457d4659efca52===. Value: FALSE
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2024-11-02 15:37:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 975
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471c78682-PilvjG.tmp
[2024-11-02 15:37:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js?simply_static_page=13862
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js?simply_static_page=13862
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:103] Filesize: 7812 bytes
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471c78682-PilvjG.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.js
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:00] [class-ss-page.php:119] Checking Content Identical:58dc6ad72cdd6a549bb19fcb9fcbfaf10a49c2ba===. Value: FALSE
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2024-11-02 15:37:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 975
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471c9f188-obdtoG.tmp
[2024-11-02 15:37:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js?simply_static_page=13863
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js?simply_static_page=13863
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:103] Filesize: 4987 bytes
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2024-11-02 15:37:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471c9f188-obdtoG.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/lib/tipsy/tipsy.min.js
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:00] [class-ss-page.php:119] Checking Content Identical:72c1a770198fa3db75b004a1703dd080f68fc43f===. Value: FALSE
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2024-11-02 15:37:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 975
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471d0a735-67qFki.tmp
[2024-11-02 15:37:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js?simply_static_page=13864
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js?simply_static_page=13864
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:103] Filesize: 71524 bytes
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471d0a735-67qFki.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:01] [class-ss-page.php:119] Checking Content Identical:a2f85534232f517cf13b5ed8a1dc64652143729f===. Value: FALSE
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 975
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471d4661b-TdeXhx.tmp
[2024-11-02 15:37:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=13865
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=13865
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:103] Filesize: 4123 bytes
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471d4661b-TdeXhx.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:01] [class-ss-page.php:119] Checking Content Identical:57c8a8f8ba6be8a6272659047dbe049434027eff===. Value: FALSE
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-11-02 15:37:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 975
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471d8715b-8iqD8I.tmp
[2024-11-02 15:37:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=13866
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=13866
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:103] Filesize: 25101 bytes
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471d8715b-8iqD8I.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:01] [class-ss-page.php:119] Checking Content Identical:62ac2251c21789815860ff45590172633f2e0d91===. Value: FALSE
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 975
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471dc17a9-TltGKB.tmp
[2024-11-02 15:37:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=13867
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=13867
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:103] Filesize: 27497 bytes
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471dc17a9-TltGKB.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:01] [class-ss-page.php:119] Checking Content Identical:71b531ad495312de137e5e18061cfd276685d472===. Value: FALSE
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-11-02 15:37:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 975
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471e1834e-tbKjLs.tmp
[2024-11-02 15:37:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=13868
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=13868
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:103] Filesize: 42417 bytes
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471e1834e-tbKjLs.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:02] [class-ss-page.php:119] Checking Content Identical:a555d8347b6d23c27f53c50feb223a9486c86592===. Value: FALSE
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-11-02 15:37:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 975
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471e6bed4-8rf5tT.tmp
[2024-11-02 15:37:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=13869
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=13869
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:103] Filesize: 487 bytes
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471e6bed4-8rf5tT.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:02] [class-ss-page.php:119] Checking Content Identical:acbe3867aa464ca3985cab80fca9667eaf9237df===. Value: FALSE
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-11-02 15:37:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 975
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471eb3074-1r95OR.tmp
[2024-11-02 15:37:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=13870
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=13870
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:103] Filesize: 11348 bytes
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-11-02 15:37:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471eb3074-1r95OR.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:02] [class-ss-page.php:119] Checking Content Identical:c769ca1faca60e1473bb359b94f173549937e314===. Value: FALSE
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-11-02 15:37:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 975
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471f29fec-Ly9H7f.tmp
[2024-11-02 15:37:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=13871
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=13871
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:103] Filesize: 59818 bytes
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471f29fec-Ly9H7f.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
