[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 15:35:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 15:35:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733\
[2024-11-02 15:35:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/DnnServer/GoldBayHotels/
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:103] Filesize: 5500 bytes
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-74.css
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647e3514d0-Wx6Hny.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/uploads/elementor/css/post-74.css
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:40:19] [class-ss-page.php:119] Checking Content Identical:846660b6cf78fc749b3b131411a028460fd50983===. Value: FALSE
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/posts/1
[2024-11-02 15:40:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1015
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/posts/1
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-02 15:40:19] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 998 of 1015 pages/files
[2024-11-02 15:40:19] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-02 15:40:19] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-02 15:40:19] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:69] Total pages: 1020; Pages remaining: 5
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/category/uncategorized/feed/
[2024-11-02 15:40:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 1020
[2024-11-02 15:40:19] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647e3b3a1e-EQQkWu.tmp
[2024-11-02 15:40:19] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/category/uncategorized/feed/?simply_static_page=14643
[2024-11-02 15:40:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/category/uncategorized/feed/?simply_static_page=14643
[2024-11-02 15:40:21] [class-ss-url-fetcher.php:103] Filesize: 2280 bytes
[2024-11-02 15:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-11-02 15:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /category/uncategorized/feed/index.xml
[2024-11-02 15:40:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647e3b3a1e-EQQkWu.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/category/uncategorized/feed/index.xml
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:159] Adding 6 URLs to the queue
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:40:22] [class-ss-page.php:119] Checking Content Identical:fc419931974cc1a47696e7a4ed3b6024db54194d===. Value: FALSE
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/elementor/css/post-71.css
[2024-11-02 15:40:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 1020
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647e67314c-JiNvY5.tmp
[2024-11-02 15:40:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/elementor/css/post-71.css?simply_static_page=14644
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/elementor/css/post-71.css?simply_static_page=14644
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:103] Filesize: 3464 bytes
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-71.css
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647e67314c-JiNvY5.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/uploads/elementor/css/post-71.css
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:159] Adding 1 URLs to the queue
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:40:22] [class-ss-page.php:119] Checking Content Identical:9156b797c15017e078e9085a12c96c180dc7b9f4===. Value: FALSE
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/categories/1
[2024-11-02 15:40:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 1020
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/categories/1
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/author/goldbayhotels/feed/
[2024-11-02 15:40:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 1020
[2024-11-02 15:40:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647e6dbad4-qBlBjK.tmp
[2024-11-02 15:40:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/author/goldbayhotels/feed/?simply_static_page=14646
[2024-11-02 15:40:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/author/goldbayhotels/feed/?simply_static_page=14646
[2024-11-02 15:40:24] [class-ss-url-fetcher.php:103] Filesize: 2280 bytes
[2024-11-02 15:40:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-11-02 15:40:24] [class-ss-url-fetcher.php:233] New filename for static page: /author/goldbayhotels/feed/index.xml
[2024-11-02 15:40:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647e6dbad4-qBlBjK.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/author/goldbayhotels/feed/index.xml
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:159] Adding 6 URLs to the queue
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:40:24] [class-ss-page.php:119] Checking Content Identical:7adb23a31cd95e5963b35eea351a61ad70e5eebf===. Value: FALSE
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/users/1
[2024-11-02 15:40:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1020
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/DnnServer/GoldBayHotels/wp-json/wp/v2/users/1
[2024-11-02 15:40:24] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-02 15:40:24] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 1015 of 1020 pages/files
[2024-11-02 15:40:24] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-02 15:40:26] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-02 15:40:26] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:69] Total pages: 1021; Pages remaining: 1
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/2024/10/the-castel-sant-angelo-and-the-sant-angelo-bridge.jpg
[2024-11-02 15:40:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1021
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647ea7a393-d8hanB.tmp
[2024-11-02 15:40:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/2024/10/the-castel-sant-angelo-and-the-sant-angelo-bridge.jpg?simply_static_page=14648
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/uploads/2024/10/the-castel-sant-angelo-and-the-sant-angelo-bridge.jpg?simply_static_page=14648
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:103] Filesize: 108627 bytes
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/10/the-castel-sant-angelo-and-the-sant-angelo-bridge.jpg
[2024-11-02 15:40:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647ea7a393-d8hanB.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/uploads/2024/10/the-castel-sant-angelo-and-the-sant-angelo-bridge.jpg
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:40:26] [class-ss-page.php:119] Checking Content Identical:ed6c57fc7076a72e7fcbc3c67cc55e2a40d55bc2===. Value: FALSE
[2024-11-02 15:40:26] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 1020 of 1021 pages/files
[2024-11-02 15:40:26] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-02 15:40:26] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-02 15:40:26] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-02 15:40:26] [class-ss-fetch-urls-task.php:69] Total pages: 1021; Pages remaining: 0
[2024-11-02 15:40:26] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 1021 of 1021 pages/files
[2024-11-02 15:40:27] [class-ss-archive-creation-job.php:175] We've found our next task: generate_404
[2024-11-02 15:40:27] [class-ss-archive-creation-job.php:136] Current task: generate_404
[2024-11-02 15:40:27] [class-ss-archive-creation-job.php:153] Performing task: generate_404
[2024-11-02 15:40:27] [class-ss-task.php:44] Status message: [generate_404] Generating 404 Page.
[2024-11-02 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647eb4669f-P2oQTT.tmp
[2024-11-02 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/1730562028?simply_static_page=0
[2024-11-02 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/1730562028?simply_static_page=0
[2024-11-02 15:40:30] [class-ss-url-fetcher.php:103] Filesize: 64276 bytes
[2024-11-02 15:40:30] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-11-02 15:40:30] [class-ss-url-fetcher.php:233] New filename for static page: 404/index.html
[2024-11-02 15:40:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647eb4669f-P2oQTT.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733\404/index.html
[2024-11-02 15:40:30] [class-ss-generate-404-task.php:119] Replacing URLs in the static file
[2024-11-02 15:40:33] [class-ss-generate-404-task.php:125] We're saving this URL; keeping the static file
[2024-11-02 15:40:33] [class-ss-page.php:119] Checking Content Identical:c1ab0a440fd1596ee21f2fa8a7e0ce8205538fc3===. Value: FALSE
[2024-11-02 15:40:33] [class-ss-task.php:44] Status message: [generate_404] 404 Page generated
[2024-11-02 15:40:34] [class-ss-archive-creation-job.php:175] We've found our next task: transfer_files_locally
[2024-11-02 15:40:34] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-11-02 15:40:34] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-11-02 15:40:34] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 982 files
[2024-11-02 15:40:34] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animate.css
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:982. Processed Pages: 50
[2024-11-02 15:40:35] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 50 of 982 files
[2024-11-02 15:40:35] [trait-can-process-pages.php:110] Total pages: 982; Pages remaining: 932
[2024-11-02 15:40:35] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-11-02 15:40:35] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-11-02 15:40:35] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-11-02 15:40:35] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 982 files
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-11-02 15:40:35] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/lib/animations/styles
